"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_a_valid_promotion_reports_no_error","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestPromotionValidity","test_pricing","",""
"`jti` makes a token identifiable in logs without logging the token.","1","test_every_token_has_a_unique_id","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestAccessTokens","test_security_helpers","",""
"","0","test_accepts_requests_within_stock[1-1]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestValidateAvailability","test_inventory_rules","",""
"","0","test_rejects_requests_above_stock[1000-1]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestValidateAvailability","test_inventory_rules","",""
"","15","test_hostile_filter_values_are_handled_safely[xss-img-onerror]","tests.security.tests","Sat Aug 29 06:45:42 UTC 2026","passed","Sat Aug 29 06:45:42 UTC 2026","TestSearchInput","test_injection","",""
"","7","test_every_collection_uses_the_same_envelope[/products]","tests.contract.tests","Sat Aug 29 06:45:37 UTC 2026","passed","Sat Aug 29 06:45:37 UTC 2026","TestPaginationContract","test_openapi_contract","",""
"This is why the shipping columns are copied onto the order rather
        than joined from ``addresses``.

        A customer who moves house and edits their saved address must not
        retroactively rewrite where last month's parcel was sent - the record
        of where goods were delivered is what disputes and returns depend on.
        ","73","test_order_keeps_the_shipping_address_it_was_placed_with","tests.database.tests","Sat Aug 29 06:45:34 UTC 2026","passed","Sat Aug 29 06:45:34 UTC 2026","TestOrderSnapshots","test_persistence","",""
"A bad code must not stop the basket rendering.

        Failing the whole quote would leave the customer looking at an error
        page instead of their cart with a note about the code.
        ","7","test_an_unusable_promotion_is_reported_as_an_issue_not_a_failure[INACTIVE5-no longer active]","tests.api.tests","Sat Aug 29 06:45:26 UTC 2026","passed","Sat Aug 29 06:45:26 UTC 2026","TestQuote","test_orders","",""
"A bad code must not stop the basket rendering.

        Failing the whole quote would leave the customer looking at an error
        page instead of their cart with a note about the code.
        ","8","test_an_unusable_promotion_is_reported_as_an_issue_not_a_failure[EXPIRED20-expired]","tests.api.tests","Sat Aug 29 06:45:26 UTC 2026","passed","Sat Aug 29 06:45:26 UTC 2026","TestQuote","test_orders","",""
"","0","test_rejects_requests_above_stock[2-1]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestValidateAvailability","test_inventory_rules","",""
"","0","test_empty_basket_is_entirely_zero","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestComputeTotals","test_pricing","",""
"","0","test_no_promotion_means_no_discount","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestDiscount","test_pricing","",""
"Product search lower-cases the name, so a plain index on ``name``
        could never be used for it. The expression index is the only thing
        keeping catalogue search off a full table scan.
        ","1","test_case_insensitive_name_search_is_indexed","tests.database.tests","Sat Aug 29 06:45:34 UTC 2026","passed","Sat Aug 29 06:45:34 UTC 2026","TestIndexes","test_schema","",""
"","3","test_malformed_tokens_are_rejected[valid-shape-bad-base64]","tests.api.tests","Sat Aug 29 06:45:21 UTC 2026","passed","Sat Aug 29 06:45:21 UTC 2026","TestTokens","test_auth","",""
"The negative tests above are only meaningful if the positive one works.","18","test_an_admin_can_reach_the_admin_area","tests.security.tests","Sat Aug 29 06:45:39 UTC 2026","passed","Sat Aug 29 06:45:39 UTC 2026","TestRoleEnforcement","test_authorization","",""
"","3","test_protected_endpoints_reject_anonymous_callers[GET-orders-1]","tests.security.tests","Sat Aug 29 06:45:38 UTC 2026","passed","Sat Aug 29 06:45:38 UTC 2026","TestAnonymousAccess","test_authorization","",""
"The service layer already refuses these values - but only on the
        paths it controls. A concurrency bug, a future endpoint or a manual
        ``UPDATE`` can each produce negative stock; the CHECK cannot be
        bypassed by any of them.
        ","0","test_check_constraint_is_enforced[orders-total>=0]","tests.database.tests","Sat Aug 29 06:45:34 UTC 2026","passed","Sat Aug 29 06:45:34 UTC 2026","TestCheckConstraints","test_schema","",""
"","8","test_hostile_address_fields_are_handled_safely[xss-script-tag]","tests.security.tests","Sat Aug 29 06:45:43 UTC 2026","passed","Sat Aug 29 06:45:43 UTC 2026","TestBodyInput","test_injection","",""
"","4","test_protected_endpoints_reject_anonymous_callers[POST-addresses]","tests.security.tests","Sat Aug 29 06:45:38 UTC 2026","passed","Sat Aug 29 06:45:38 UTC 2026","TestAnonymousAccess","test_authorization","",""
"Tax, shipping and total must agree with the lines they were derived from.

    Uneven prices are used deliberately: per-line rounding errors only show up
    when the amounts do not divide cleanly, and a subtotal that disagrees with
    the sum of its lines is the classic symptom.
    ","45","test_totals_are_computed_server_side_and_internally_consistent","tests.api.tests","Sat Aug 29 06:45:22 UTC 2026","passed","Sat Aug 29 06:45:22 UTC 2026","","test_cart","",""
"","2","test_a_hostile_path_segment_never_500s[like-wildcards]","tests.security.tests","Sat Aug 29 06:45:44 UTC 2026","passed","Sat Aug 29 06:45:44 UTC 2026","TestBodyInput","test_injection","",""
"","0","test_out_of_stock_says_so","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestValidateAvailability","test_inventory_rules","",""
"","0","test_rejects_invalid_addresses[a@b]","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestEmail","test_security_helpers","",""
"","1","test_rejects_non_integers[quantity3]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestValidateQuantity","test_inventory_rules","",""
"","0","test_rejects_invalid_addresses[@nolocal.test]","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestEmail","test_security_helpers","",""
"","44","test_stock_is_decremented_by_exactly_the_ordered_quantity","tests.api.tests","Sat Aug 29 06:45:27 UTC 2026","passed","Sat Aug 29 06:45:27 UTC 2026","TestCheckoutSuccess","test_orders","",""
"","0","test_valid_luhn_numbers_pass[5555555555554444]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestCardHelpers","test_order_rules","",""
"","0","test_a_token_of_the_wrong_type_is_rejected","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestAccessTokens","test_security_helpers","",""
"","392","test_mismatched_passwords_are_reported_before_submitting","tests.ui.tests","Sat Aug 29 06:45:50 UTC 2026","passed","Sat Aug 29 06:45:50 UTC 2026","TestRegistrationUI","test_auth_cart_ui","",""
"The invariant that makes an invoice add up.

        Whatever the inputs, total must equal subtotal - discount + tax +
        shipping exactly. This is the property most likely to break if rounding
        is ever moved or reordered.
        ","1","test_total_always_equals_the_sum_of_its_parts[odd-price]","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestComputeTotals","test_pricing","",""
"","6","test_every_api_response_carries_the_header[x-content-type-options-nosniff]","tests.security.tests","Sat Aug 29 06:45:40 UTC 2026","passed","Sat Aug 29 06:45:40 UTC 2026","TestSecurityHeaders","test_exposure","",""
"","0","test_accepts_quantities_within_the_limit[99]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestValidateQuantity","test_inventory_rules","",""
"","8","test_only_active_products_are_public","tests.api.tests","Sat Aug 29 06:45:24 UTC 2026","passed","Sat Aug 29 06:45:24 UTC 2026","TestListing","test_catalog","",""
"","19","test_in_stock_filter_both_ways","tests.api.tests","Sat Aug 29 06:45:24 UTC 2026","passed","Sat Aug 29 06:45:24 UTC 2026","TestFiltering","test_catalog","",""
"","6","test_the_login_response_matches_its_schema","tests.contract.tests","Sat Aug 29 06:45:35 UTC 2026","passed","Sat Aug 29 06:45:35 UTC 2026","TestResponseConformance","test_openapi_contract","",""
"Search, filtering, sorting and pagination tests all need a catalogue
        with real volume; against a handful of rows they would pass vacuously.
        ","1","test_catalogue_is_seeded_with_enough_volume","tests.database.tests","Sat Aug 29 06:45:34 UTC 2026","passed","Sat Aug 29 06:45:34 UTC 2026","TestSeededData","test_schema","",""
"`Ada@Example.com` and `ada@example.com` are one account, not two.

        Treating them as distinct would let a customer accidentally create a
        second account and lose their order history.
        ","18","test_addresses_are_case_insensitive","tests.api.tests","Sat Aug 29 06:45:21 UTC 2026","passed","Sat Aug 29 06:45:21 UTC 2026","TestRegistration","test_auth","",""
"","4","test_a_malformed_payment_body_is_rejected_before_any_charge[bad-year-]","tests.api.tests","Sat Aug 29 06:45:29 UTC 2026","passed","Sat Aug 29 06:45:29 UTC 2026","TestPaymentFailures","test_orders","",""
"Delete rules decide what happens to data nobody is looking at.

        Getting one wrong stays invisible until the day a product is deleted
        and years of order history vanish with it - by which point the backup
        window has usually closed.
        ","20","test_foreign_key_and_delete_rule[users.role_id-to-roles-RESTRICT]","tests.database.tests","Sat Aug 29 06:45:34 UTC 2026","passed","Sat Aug 29 06:45:34 UTC 2026","TestForeignKeys","test_schema","",""
"","0","test_nonsense_input_fails_safely[]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestCardHelpers","test_order_rules","",""
"Emptying the cart is a button users double-click; click two must be safe.","41","test_clearing_the_cart_is_idempotent","tests.api.tests","Sat Aug 29 06:45:23 UTC 2026","passed","Sat Aug 29 06:45:23 UTC 2026","","test_cart","",""
"","4","test_admin_endpoints_reject_anonymous_callers[PATCH-admin-products-1]","tests.security.tests","Sat Aug 29 06:45:38 UTC 2026","passed","Sat Aug 29 06:45:38 UTC 2026","TestAnonymousAccess","test_authorization","",""
"Asserted at the storage layer, not only at the API.

        A response that happens to omit the number tells you nothing about what
        was written to disk.
        ","2","test_the_database_stores_no_more_than_four_card_digits","tests.security.tests","Sat Aug 29 06:45:41 UTC 2026","passed","Sat Aug 29 06:45:41 UTC 2026","TestDataExposure","test_exposure","",""
"A stack trace in a response body is a map of the application.

        It names files, line numbers, library versions and sometimes SQL - all
        of which make the next attack cheaper.
        ","4","test_errors_never_leak_internals[not-found]","tests.security.tests","Sat Aug 29 06:45:41 UTC 2026","passed","Sat Aug 29 06:45:41 UTC 2026","TestErrorDisclosure","test_exposure","",""
"A NUL byte must be a 422, never an unhandled error.

        PostgreSQL text columns cannot store 0x00, so before this was handled a
        single character from any anonymous caller produced a 500 on the search
        box, registration, addresses and the admin search alike - noisy, and a
        cheap way to fill an error tracker. The rejection is deliberate: NUL is
        not valid text, so there is nothing to preserve.

        Note that JSON escapes NUL rather than transmitting it raw, so the body
        case and the query case exercise genuinely different code paths.
        ","2","test_a_nul_byte_is_refused_cleanly_rather_than_causing_a_500[json-body-body]","tests.security.tests","Sat Aug 29 06:45:42 UTC 2026","passed","Sat Aug 29 06:45:42 UTC 2026","TestSearchInput","test_injection","",""
"","0","test_line_total_is_price_times_quantity[19.99-3-59.97]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestSubtotal","test_pricing","",""
"","3","test_a_hostile_path_segment_never_500s[null-byte]","tests.security.tests","Sat Aug 29 06:45:44 UTC 2026","passed","Sat Aug 29 06:45:44 UTC 2026","TestBodyInput","test_injection","",""
"","0","test_accepts_quantities_within_the_limit[1]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestValidateQuantity","test_inventory_rules","",""
"","0","test_line_total_is_price_times_quantity[19.99-1-19.99]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestSubtotal","test_pricing","",""
"A missing table means this environment runs an older schema.

        Every request touching it would return a 500, so this is the first
        thing worth knowing when a freshly deployed environment misbehaves.
        ","1","test_expected_table_exists[categories]","tests.database.tests","Sat Aug 29 06:45:34 UTC 2026","passed","Sat Aug 29 06:45:34 UTC 2026","TestTablesAndMigrations","test_schema","",""
"","9","test_every_sort_option_is_accepted[rating_desc]","tests.api.tests","Sat Aug 29 06:45:25 UTC 2026","passed","Sat Aug 29 06:45:25 UTC 2026","TestSorting","test_catalog","",""
"Selling a zero-stock product creates an order that can never be fulfilled.","7","test_out_of_stock_product_cannot_be_added","tests.api.tests","Sat Aug 29 06:45:24 UTC 2026","passed","Sat Aug 29 06:45:24 UTC 2026","","test_cart","",""
"","386","test_a_duplicate_address_is_reported","tests.ui.tests","Sat Aug 29 06:45:49 UTC 2026","passed","Sat Aug 29 06:45:50 UTC 2026","TestRegistrationUI","test_auth_cart_ui","",""
"","734","test_searching_from_the_header_finds_products","tests.ui.tests","Sat Aug 29 06:46:09 UTC 2026","passed","Sat Aug 29 06:46:09 UTC 2026","TestSearch","test_catalog_ui","",""
"","3","test_malformed_requests_are_rejected[no-password-]","tests.api.tests","Sat Aug 29 06:45:21 UTC 2026","passed","Sat Aug 29 06:45:21 UTC 2026","TestLogin","test_auth","",""
"Otherwise Ada@x.com and ada@x.com become two accounts.","1","test_normalisation_is_case_and_whitespace_insensitive[  ada@example.com  -ada@example.com]","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestEmail","test_security_helpers","",""
"The classic JWT downgrade attack.

        Blocked because the decoder pins an explicit algorithm allow-list rather
        than trusting the algorithm named in the token's own header.
        ","5","test_an_unsigned_alg_none_token_is_rejected","tests.security.tests","Sat Aug 29 06:45:39 UTC 2026","passed","Sat Aug 29 06:45:39 UTC 2026","TestTokenForgery","test_authorization","",""
"Delete rules decide what happens to data nobody is looking at.

        Getting one wrong stays invisible until the day a product is deleted
        and years of order history vanish with it - by which point the backup
        window has usually closed.
        ","14","test_foreign_key_and_delete_rule[payments.order_id-to-orders-CASCADE]","tests.database.tests","Sat Aug 29 06:45:34 UTC 2026","passed","Sat Aug 29 06:45:34 UTC 2026","TestForeignKeys","test_schema","",""
"","1","test_approved","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestChargeInterpretation","test_order_rules","",""
"`?category=Laptops` and `?category=laptops` must agree.

        A URL shared from a UI that uses display names should not return a
        different catalogue from one built from slugs.

        Scoped to a brand this test creates. Comparing two unfiltered
        whole-catalogue counts would compare two different moments in time, and
        another worker creating a product between them made this fail under
        `-n auto` for reasons unrelated to slug handling.
        ","41","test_a_category_can_be_named_or_slugged","tests.api.tests","Sat Aug 29 06:45:24 UTC 2026","passed","Sat Aug 29 06:45:24 UTC 2026","TestFiltering","test_catalog","",""
"","6","test_a_hostile_product_id_is_rejected_not_executed[xss-script-tag]","tests.security.tests","Sat Aug 29 06:45:43 UTC 2026","passed","Sat Aug 29 06:45:43 UTC 2026","TestBodyInput","test_injection","",""
"","29","test_cart_totals_are_numbers[total]","tests.contract.tests","Sat Aug 29 06:45:36 UTC 2026","passed","Sat Aug 29 06:45:36 UTC 2026","TestMoneyContract","test_openapi_contract","",""
"Admin endpoints get the same treatment - a compromised admin session
        must not become a database console.","13","test_hostile_admin_search_input_is_handled_safely[xss-javascript-uri]","tests.security.tests","Sat Aug 29 06:45:44 UTC 2026","passed","Sat Aug 29 06:45:44 UTC 2026","TestBodyInput","test_injection","",""
"These are the columns the API filters, sorts and joins on.

        Without the index the query still returns the right answer, which is
        exactly why no functional test catches its loss - the failure arrives
        much later, as a timeout under production data volumes.
        ","2","test_query_path_is_indexed[orders-btree (status)]","tests.database.tests","Sat Aug 29 06:45:34 UTC 2026","passed","Sat Aug 29 06:45:34 UTC 2026","TestIndexes","test_schema","",""
"","7","test_every_sort_option_is_accepted[newest]","tests.api.tests","Sat Aug 29 06:45:25 UTC 2026","passed","Sat Aug 29 06:45:25 UTC 2026","TestSorting","test_catalog","",""
"One shape for every failure, from every layer.

        FastAPI's own 422, Starlette's 404 and the application's business errors
        would otherwise each have a different body, and a client would need
        three parsers.
        ","2","test_every_error_uses_the_same_envelope[unauthorised-401]","tests.contract.tests","Sat Aug 29 06:45:37 UTC 2026","passed","Sat Aug 29 06:45:37 UTC 2026","TestErrorEnvelope","test_openapi_contract","",""
"Otherwise Ada@x.com and ada@x.com become two accounts.","0","test_normalisation_is_case_and_whitespace_insensitive[ADA@EXAMPLE.COM-ada@example.com]","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestEmail","test_security_helpers","",""
"The URL is the state, which is what makes a filtered view shareable.","471","test_a_filter_combination_can_be_reached_directly_by_url","tests.ui.tests","Sat Aug 29 06:46:16 UTC 2026","passed","Sat Aug 29 06:46:17 UTC 2026","TestFiltering","test_catalog_ui","",""
"Every filter must narrow, not widen.

        A filter accidentally OR-ed with the others would return products the
        customer explicitly excluded.
        ","10","test_filters_combine_with_and","tests.api.tests","Sat Aug 29 06:45:24 UTC 2026","passed","Sat Aug 29 06:45:24 UTC 2026","TestFiltering","test_catalog","",""
"","2","test_malformed_addresses_are_rejected[double@@at.test]","tests.api.tests","Sat Aug 29 06:45:21 UTC 2026","passed","Sat Aug 29 06:45:21 UTC 2026","TestRegistration","test_auth","",""
"A stray table is usually a hand-made backup or a half-reverted
        migration. Either way the deployed schema no longer matches source
        control, and the next migration is likely to fail on it.
        ","0","test_schema_holds_no_unexpected_extra_tables","tests.database.tests","Sat Aug 29 06:45:34 UTC 2026","passed","Sat Aug 29 06:45:34 UTC 2026","TestTablesAndMigrations","test_schema","",""
"An empty result must look deliberate, not broken.","445","test_a_search_with_no_matches_shows_the_empty_state","tests.ui.tests","Sat Aug 29 06:46:09 UTC 2026","passed","Sat Aug 29 06:46:10 UTC 2026","TestSearch","test_catalog_ui","",""
"","1","test_forbidden_transitions[delivered-cancelled]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestOrderStatusTransitions","test_order_rules","",""
"","379","test_valid_credentials_sign_the_customer_in","tests.ui.tests","Sat Aug 29 06:45:51 UTC 2026","passed","Sat Aug 29 06:45:51 UTC 2026","TestLoginUI","test_auth_cart_ui","",""
"","0","test_promotion_below_its_usage_limit_is_accepted","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestPromotionValidity","test_pricing","",""
"","34","test_cart_totals_are_numbers[subtotal]","tests.contract.tests","Sat Aug 29 06:45:35 UTC 2026","passed","Sat Aug 29 06:45:36 UTC 2026","TestMoneyContract","test_openapi_contract","",""
"","2","test_a_hostile_path_segment_never_500s[xss-svg]","tests.security.tests","Sat Aug 29 06:45:43 UTC 2026","passed","Sat Aug 29 06:45:43 UTC 2026","TestBodyInput","test_injection","",""
"","5","test_every_seeded_category_is_listed_with_a_count","tests.api.tests","Sat Aug 29 06:45:26 UTC 2026","passed","Sat Aug 29 06:45:26 UTC 2026","TestCategoriesAndFacets","test_catalog","",""
"","3","test_checkout_requires_a_session","tests.api.tests","Sat Aug 29 06:45:30 UTC 2026","passed","Sat Aug 29 06:45:30 UTC 2026","TestCheckoutValidation","test_orders","",""
"","0","test_accepts_quantities_within_the_limit[2]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestValidateQuantity","test_inventory_rules","",""
"","1","test_forbidden_transitions[confirmed-delivered]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestOrderStatusTransitions","test_order_rules","",""
"","1","test_a_satisfiable_basket_passes","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestValidateAll","test_inventory_rules","",""
"","781","test_a_category_tile_opens_a_filtered_listing","tests.ui.tests","Sat Aug 29 06:46:07 UTC 2026","passed","Sat Aug 29 06:46:08 UTC 2026","TestHomePage","test_catalog_ui","",""
"The policy is stated in the error, so a UI can act on it.

        ""Invalid password"" alone turns signup into a guessing game.
        ","2","test_weak_passwords_are_rejected_with_the_reason[no-uppercase]","tests.api.tests","Sat Aug 29 06:45:21 UTC 2026","passed","Sat Aug 29 06:45:21 UTC 2026","TestRegistration","test_auth","",""
"","1","test_malformed_tokens_are_rejected[a.b.c]","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestAccessTokens","test_security_helpers","",""
"","15","test_hostile_search_terms_are_handled_as_text[xss-svg]","tests.security.tests","Sat Aug 29 06:45:41 UTC 2026","passed","Sat Aug 29 06:45:41 UTC 2026","TestSearchInput","test_injection","",""
"The customer must be told what to do, not merely that it failed.","0","test_message_names_the_product_and_the_number_available","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestValidateAvailability","test_inventory_rules","",""
"The message must say what is wrong, so the UI can act on it.","0","test_rejects_and_explains[alllowercase1-uppercase]","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestPasswordPolicy","test_security_helpers","",""
"This one *must* disclose existence - a signup form cannot work
        otherwise - but it must disclose nothing further.
        ","4","test_registration_reveals_only_that_the_address_is_taken","tests.security.tests","Sat Aug 29 06:45:41 UTC 2026","passed","Sat Aug 29 06:45:41 UTC 2026","TestEnumeration","test_exposure","",""
"A discount that drops the basket below the threshold reinstates shipping.

        Charging against the pre-discount subtotal would give away free shipping
        on an order the customer did not actually qualify for.
        ","0","test_threshold_is_measured_after_discount","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestShipping","test_pricing","",""
"","257","test_an_unknown_product_shows_a_not_found_state","tests.ui.tests","Sat Aug 29 06:46:23 UTC 2026","passed","Sat Aug 29 06:46:23 UTC 2026","TestProductDetail","test_catalog_ui","",""
"Business rule 3.

        The whole admin surface, not a sample: a route added without the
        dependency would be caught here rather than in production.
        ","13","test_customers_are_refused_on_every_admin_endpoint[PATCH-admin-products-1]","tests.security.tests","Sat Aug 29 06:45:39 UTC 2026","passed","Sat Aug 29 06:45:39 UTC 2026","TestRoleEnforcement","test_authorization","",""
"","7","test_no_credential_is_echoed_back","tests.api.tests","Sat Aug 29 06:45:21 UTC 2026","passed","Sat Aug 29 06:45:21 UTC 2026","TestRegistration","test_auth","",""
"","0","test_permitted_transitions[pending-confirmed]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestOrderStatusTransitions","test_order_rules","",""
"The message must say what is wrong, so the UI can act on it.","0","test_rejects_and_explains[-at least 8]","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestPasswordPolicy","test_security_helpers","",""
"A double-clicked Pay button must not become a double charge.

        The response body alone cannot prove this: an implementation that
        created a second order and returned the first would look identical over
        HTTP. Only the row count for the key, the payment count and the stock
        level show whether the replay was genuinely a no-op.
        ","70","test_idempotent_replay_leaves_exactly_one_order_row","tests.database.tests","Sat Aug 29 06:45:33 UTC 2026","passed","Sat Aug 29 06:45:34 UTC 2026","TestCheckoutPersistence","test_persistence","",""
"Negative stock means the shop has sold units it does not have, and
        every downstream availability check becomes a lie.
        ","1","test_no_inventory_row_is_negative","tests.database.tests","Sat Aug 29 06:45:34 UTC 2026","passed","Sat Aug 29 06:45:34 UTC 2026","TestDataIntegrityInvariants","test_schema","",""
"Checkout is the one place where money, stock and history all change
        at once, and all four writes have to land together.

        If the order row is written but stock is not decremented, the shop
        oversells. If stock moves but no payment row is written, revenue
        reconciliation silently loses a transaction. Asserting stock before and
        after pins the decrement to the exact quantity ordered rather than
        merely ""it went down"".
        ","67","test_paid_checkout_writes_order_items_payment_and_decrements_stock","tests.database.tests","Sat Aug 29 06:45:33 UTC 2026","passed","Sat Aug 29 06:45:33 UTC 2026","TestCheckoutPersistence","test_persistence","",""
"","1","test_tax_is_the_rate_applied_to_the_amount[100.00-8.00]","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestTax","test_pricing","",""
"``cart_items`` is unique on (cart_id, product_id).

        Writing a second row instead of merging would either violate that
        constraint - a 500 for the customer - or, without it, show the same
        product twice in the basket and charge for both lines.
        ","40","test_re_adding_the_same_product_updates_the_existing_row","tests.database.tests","Sat Aug 29 06:45:33 UTC 2026","passed","Sat Aug 29 06:45:33 UTC 2026","TestCartPersistence","test_persistence","",""
"","30","test_quote_money_is_a_number[shipping_fee]","tests.contract.tests","Sat Aug 29 06:45:36 UTC 2026","passed","Sat Aug 29 06:45:36 UTC 2026","TestMoneyContract","test_openapi_contract","",""
"","0","test_accepts_valid_addresses[ada@example.com]","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestEmail","test_security_helpers","",""
"``times_used`` is what enforces a promotion's usage limit.

        If checkout applied the discount without incrementing the counter, a
        capped campaign could be redeemed without limit - the discount would
        keep working long after the budget for it was exhausted, and nobody
        would notice until the finance reconciliation.

        The assertion is ""at least one more"" rather than ""exactly one more""
        because the promotions table is shared seed data: another test running
        in parallel may legitimately redeem the same code.
        ","78","test_using_a_promotion_increments_its_usage_counter","tests.database.tests","Sat Aug 29 06:45:34 UTC 2026","passed","Sat Aug 29 06:45:34 UTC 2026","TestPromotionPersistence","test_persistence","",""
"","15","test_hostile_search_terms_are_handled_as_text[template-injection]","tests.security.tests","Sat Aug 29 06:45:41 UTC 2026","passed","Sat Aug 29 06:45:41 UTC 2026","TestSearchInput","test_injection","",""
"","7","test_registration_with_a_hostile_name_never_500s[xss-img-onerror]","tests.security.tests","Sat Aug 29 06:45:42 UTC 2026","passed","Sat Aug 29 06:45:42 UTC 2026","TestAuthInput","test_injection","",""
"Absent must never mean valid-by-default.","3","test_tokens_with_missing_or_wrong_claims_are_rejected[no-sub-]","tests.security.tests","Sat Aug 29 06:45:39 UTC 2026","passed","Sat Aug 29 06:45:39 UTC 2026","TestTokenForgery","test_authorization","",""
"","5","test_a_hostile_product_id_is_rejected_not_executed[sql-comment]","tests.security.tests","Sat Aug 29 06:45:43 UTC 2026","passed","Sat Aug 29 06:45:43 UTC 2026","TestBodyInput","test_injection","",""
"","9","test_every_sort_option_is_accepted[name_asc]","tests.api.tests","Sat Aug 29 06:45:25 UTC 2026","passed","Sat Aug 29 06:45:25 UTC 2026","TestSorting","test_catalog","",""
"","6","test_filtering_by_minimum_rating[4.5]","tests.api.tests","Sat Aug 29 06:45:24 UTC 2026","passed","Sat Aug 29 06:45:24 UTC 2026","TestFiltering","test_catalog","",""
"`' OR '1'='1` must not be a valid login.

        In a string-concatenated query it would be. Here it is either rejected
        as a malformed address or looked up as a literal value that matches
        nothing.
        ","3","test_login_with_a_hostile_email_never_authenticates[sql-drop-table]","tests.security.tests","Sat Aug 29 06:45:42 UTC 2026","passed","Sat Aug 29 06:45:42 UTC 2026","TestAuthInput","test_injection","",""
"","5","test_a_hostile_product_id_is_rejected_not_executed[sql-time-based]","tests.security.tests","Sat Aug 29 06:45:43 UTC 2026","passed","Sat Aug 29 06:45:43 UTC 2026","TestBodyInput","test_injection","",""
